,Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA,True Label,Buy and Hold,Parameter 1,Parameter 2,Week_Type_value,Week_Type,True Labels Strategy,Logistic_Regression_pred,KNN prediction p_1.5,Linear_Model_pred
353,2016-05-27,2016,5,27,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,21,2016-21,11.37,11.37,11.37,11.37,0.0,6.88,0.0017621380293313391,6.832142857142857,6.829799999999999,+,0,58.0,0,1.81,green,251,0,0,11.711
354,2016-05-31,2016,5,31,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,22,2016-22,11.36,11.36,11.36,11.36,0.0,6.87,-0.0008795191804702451,6.832857142857143,6.8316,-,0,56.0,0,1.57,green,251,0,0,11.293
355,2016-06-01,2016,6,1,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,22,2016-22,11.37,11.37,11.37,11.37,0.0,6.88,0.0008802934154135132,6.837142857142857,6.833599999999999,+,0,56.0,0,1.57,green,251,0,0,11.293
356,2016-06-02,2016,6,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,22,2016-22,11.38,11.38,11.38,11.38,0.0,6.89,0.0008795191804702451,6.842142857142857,6.8356,+,0,56.0,0,1.57,green,251,0,0,11.293
357,2016-06-03,2016,6,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,22,2016-22,11.37,11.37,11.37,11.37,0.0,6.88,-0.0008787463062391865,6.846428571428571,6.8376,-,0,56.0,0,1.57,green,251,0,0,11.293
358,2016-06-06,2016,6,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,23,2016-23,11.38,11.38,11.38,11.38,0.0,6.89,0.0008795191804702451,6.848571428571428,6.839600000000001,+,0,52.0,0,1.35,green,251,0,0,10.503
359,2016-06-07,2016,6,7,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,23,2016-23,11.38,11.38,11.38,11.38,0.0,6.89,0.0,6.855714285714287,6.841799999999999,+,0,52.0,0,1.35,green,251,0,0,10.503
360,2016-06-08,2016,6,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,23,2016-23,11.43,11.43,11.43,11.43,0.0,6.92,0.004393731531195932,6.863571428571428,6.8434,+,0,52.0,0,1.35,green,251,0,0,10.503
361,2016-06-09,2016,6,9,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,23,2016-23,11.45,11.45,11.45,11.45,0.0,6.93,0.0017496665422125355,6.873571428571428,6.845,+,0,52.0,0,1.35,green,252,0,0,10.503
362,2016-06-10,2016,6,10,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,23,2016-23,11.4,11.4,11.4,11.4,0.0,6.9,-0.004366801707322843,6.880000000000001,6.8462,-,0,52.0,0,1.35,green,252,0,0,10.503
363,2016-06-13,2016,6,13,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,24,2016-24,11.38,11.38,11.38,11.38,0.0,6.89,-0.0017543402413519038,6.887142857142857,6.846199999999999,-,0,49.0,0,1.09,green,253,0,0,9.899
364,2016-06-14,2016,6,14,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,24,2016-24,11.38,11.38,11.38,11.38,0.0,6.89,0.0,6.889285714285713,6.8462,+,0,49.0,0,1.09,green,253,0,0,9.899
365,2016-06-15,2016,6,15,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,24,2016-24,11.35,11.35,11.35,11.35,0.0,6.87,-0.0026362389187175594,6.889285714285713,6.846800000000001,-,0,49.0,0,1.09,green,253,0,0,9.899
366,2016-06-16,2016,6,16,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,24,2016-24,11.37,11.37,11.37,11.37,0.0,6.88,0.0017621380293313391,6.8900000000000015,6.8466000000000005,+,0,49.0,0,1.09,green,253,0,0,9.899
367,2016-06-17,2016,6,17,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,24,2016-24,11.31,11.31,11.31,11.31,0.0,6.84,-0.005277045769307542,6.887142857142856,6.8462,-,0,49.0,0,1.09,green,253,0,0,9.899
368,2016-06-20,2016,6,20,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,25,2016-25,11.32,11.32,11.32,11.32,0.0,6.85,0.000884045703079428,6.885714285714287,6.846,+,0,48.0,0,1.4,green,254,0,0,9.668
369,2016-06-21,2016,6,21,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,25,2016-25,11.34,11.34,11.34,11.34,0.0,6.86,0.0017668778115471628,6.8842857142857135,6.8464,+,0,48.0,0,1.4,green,254,0,0,9.668
370,2016-06-22,2016,6,22,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,25,2016-25,11.33,11.33,11.33,11.33,0.0,6.86,-0.0008817764849503584,6.882142857142857,6.8462,-,0,48.0,0,1.4,green,254,0,0,9.668
371,2016-06-23,2016,6,23,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,25,2016-25,11.37,11.37,11.37,11.37,0.0,6.88,0.0035304274783907186,6.882142857142857,6.845999999999999,+,0,48.0,0,1.4,green,254,0,0,9.668
372,2016-06-24,2016,6,24,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,25,2016-25,11.23,11.23,11.23,11.23,0.0,6.79,-0.012313060586041643,6.875,6.8439999999999985,-,0,48.0,0,1.4,green,254,0,0,9.668
373,2016-06-27,2016,6,27,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,26,2016-26,11.15,11.15,11.15,11.15,0.0,6.75,-0.0071238700877599434,6.865,6.841,-,0,43.0,0,0.88,green,257,0,0,8.691
374,2016-06-28,2016,6,28,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,26,2016-26,11.21,11.21,11.21,11.21,0.0,6.78,0.005381237804853001,6.855,6.837999999999999,+,0,43.0,0,0.88,green,258,0,0,8.691
375,2016-06-29,2016,6,29,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,26,2016-26,11.31,11.31,11.31,11.31,0.0,6.84,0.008920584525786479,6.84857142857143,6.8364,+,0,43.0,0,0.88,green,259,0,0,8.691
376,2016-06-30,2016,6,30,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,26,2016-26,11.41,11.41,11.41,11.41,0.0,6.9,0.008841780974071067,6.848571428571428,6.8364,+,0,43.0,0,0.88,green,261,0,0,8.691
377,2016-07-01,2016,7,1,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,26,2016-26,11.43,11.43,11.43,11.43,0.0,6.92,0.0017528716240833295,6.850714285714285,6.8372,+,0,43.0,0,0.88,green,263,0,0,8.691
378,2016-07-05,2016,7,5,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,27,2016-27,11.44,11.44,11.44,11.44,0.0,6.92,0.0008747643214475076,6.852857142857142,6.839200000000001,+,0,43.0,0,0.85,green,263,0,0,8.646
379,2016-07-06,2016,7,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,27,2016-27,11.49,11.49,11.49,11.49,0.0,6.95,0.004370618892696632,6.858571428571429,6.8414,+,0,43.0,0,0.85,green,263,0,0,8.646
380,2016-07-07,2016,7,7,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,27,2016-27,11.47,11.47,11.47,11.47,0.0,6.94,-0.001740530140129981,6.862857142857143,6.8442,-,0,43.0,0,0.85,green,264,0,0,8.646
381,2016-07-08,2016,7,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,27,2016-27,11.58,11.58,11.58,11.58,0.0,7.01,0.009590156443996193,6.875000000000001,6.8486,+,0,43.0,0,0.85,green,264,0,0,8.646
382,2016-07-11,2016,7,11,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,28,2016-28,11.61,11.61,11.61,11.61,0.0,7.02,0.002590708132333975,6.887142857142857,6.854399999999999,+,0,42.0,0,1.07,green,266,0,0,8.415
383,2016-07-12,2016,7,12,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,28,2016-28,11.62,11.62,11.62,11.62,0.0,7.03,0.0008613379023363342,6.899285714285715,6.8602,+,0,42.0,0,1.07,green,266,0,0,8.415
384,2016-07-13,2016,7,13,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,28,2016-28,11.6,11.6,11.6,11.6,0.0,7.02,-0.001721057631150269,6.9107142857142865,6.8648,-,0,42.0,0,1.07,green,266,0,0,8.415
385,2016-07-14,2016,7,14,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,28,2016-28,11.64,11.64,11.64,11.64,0.0,7.04,0.0034481174934843928,6.922142857142857,6.8702,+,0,42.0,0,1.07,green,266,0,0,8.415
386,2016-07-15,2016,7,15,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,28,2016-28,11.63,11.63,11.63,11.63,0.0,7.04,-0.0008591179879969825,6.94,6.875800000000001,-,0,42.0,0,1.07,green,266,0,0,8.415
387,2016-07-18,2016,7,18,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,29,2016-29,11.66,11.66,11.66,11.66,0.0,7.05,0.002579570119081609,6.961428571428571,6.881799999999999,+,0,41.0,0,1.12,green,266,0,0,8.184
388,2016-07-19,2016,7,19,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,29,2016-29,11.66,11.66,11.66,11.66,0.0,7.05,0.0,6.980714285714285,6.8872,+,0,41.0,0,1.12,green,266,0,0,8.184
389,2016-07-20,2016,7,20,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,29,2016-29,11.71,11.71,11.71,11.71,0.0,7.09,0.00428808658389146,6.998571428571428,6.8932,+,0,41.0,0,1.12,green,266,0,0,8.184
390,2016-07-21,2016,7,21,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,29,2016-29,11.68,11.68,11.68,11.68,0.0,7.07,-0.002561812604400693,7.010714285714287,6.8974,-,0,41.0,0,1.12,green,267,0,0,8.184
391,2016-07-22,2016,7,22,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,29,2016-29,11.71,11.71,11.71,11.71,0.0,7.09,0.002568392344281412,7.022857142857142,6.9028,+,0,41.0,0,1.12,green,267,0,0,8.184
392,2016-07-25,2016,7,25,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,30,2016-30,11.7,11.7,11.7,11.7,0.0,7.08,-0.0008539824021343013,7.034285714285715,6.908,-,0,37.0,0,1.26,green,267,0,0,7.393
393,2016-07-26,2016,7,26,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,30,2016-30,11.67,11.67,11.67,11.67,0.0,7.06,-0.002563934858649141,7.042142857142856,6.9128,-,0,37.0,0,1.26,green,267,0,0,7.393
394,2016-07-27,2016,7,27,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,30,2016-30,11.68,11.68,11.68,11.68,0.0,7.07,0.0008568418395438204,7.051428571428572,6.916999999999999,+,0,37.0,0,1.26,green,267,0,0,7.393
395,2016-07-28,2016,7,28,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,30,2016-30,11.73,11.73,11.73,11.73,0.0,7.1,0.004280743872277393,7.057857142857142,6.9232,+,0,37.0,0,1.26,green,267,0,0,7.393
396,2016-07-29,2016,7,29,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,30,2016-30,11.75,11.75,11.75,11.75,0.0,7.11,0.001705052634379589,7.064285714285713,6.9292,+,0,37.0,0,1.26,green,268,0,0,7.393
397,2016-08-01,2016,8,1,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,31,2016-31,11.78,11.78,11.78,11.78,0.0,7.13,0.002553158495701036,7.071428571428571,6.936,+,0,37.0,0,1.51,green,268,0,0,7.349
398,2016-08-02,2016,8,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,31,2016-31,11.72,11.72,11.72,11.72,0.0,7.09,-0.0050933798572357905,7.076428571428571,6.941599999999998,-,0,37.0,0,1.51,green,268,0,0,7.349
399,2016-08-03,2016,8,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,31,2016-31,11.7,11.7,11.7,11.7,0.0,7.08,-0.001706507476914143,7.079285714285715,6.9474,-,0,37.0,0,1.51,green,269,0,0,7.349
400,2016-08-04,2016,8,4,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,31,2016-31,11.69,11.69,11.69,11.69,0.0,7.07,-0.0008546449528830102,7.081428571428572,6.9516,-,0,37.0,0,1.51,green,269,0,0,7.349
401,2016-08-05,2016,8,5,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,31,2016-31,11.75,11.75,11.75,11.75,0.0,7.11,0.0051325930546677325,7.085714285714286,6.956400000000001,+,0,37.0,0,1.51,green,269,0,0,7.349
402,2016-08-08,2016,8,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,32,2016-32,11.73,11.73,11.73,11.73,0.0,7.1,-0.0017021503783927194,7.0892857142857135,6.961,-,0,35.0,0,1.62,green,270,0,0,6.931
403,2016-08-09,2016,8,9,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,32,2016-32,11.73,11.73,11.73,11.73,0.0,7.1,0.0,7.090000000000002,6.965400000000002,+,0,35.0,0,1.62,green,270,0,0,6.931
404,2016-08-10,2016,8,10,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,32,2016-32,11.71,11.71,11.71,11.71,0.0,7.09,-0.001705052634379589,7.091428571428572,6.9698,-,0,35.0,0,1.62,green,270,0,0,6.931
405,2016-08-11,2016,8,11,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,32,2016-32,11.74,11.74,11.74,11.74,0.0,7.1,0.0025619472064026816,7.092142857142856,6.9742000000000015,+,0,35.0,0,1.62,green,270,0,0,6.931
406,2016-08-12,2016,8,12,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,32,2016-32,11.75,11.75,11.75,11.75,0.0,7.11,0.000851800135157621,7.094285714285713,6.9786,+,0,35.0,0,1.62,green,270,0,0,6.931
407,2016-08-15,2016,8,15,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,33,2016-33,11.74,11.74,11.74,11.74,0.0,7.1,-0.0008510751891963597,7.097142857142857,6.983,-,0,33.0,0,1.76,green,270,0,0,6.513
408,2016-08-16,2016,8,16,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,33,2016-33,11.69,11.69,11.69,11.69,0.0,7.07,-0.0042589335467677625,7.097142857142857,6.986599999999998,-,0,33.0,0,1.76,green,270,0,0,6.513
409,2016-08-17,2016,8,17,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,33,2016-33,11.68,11.68,11.68,11.68,0.0,7.07,-0.0008553759956605456,7.095,6.9902,-,0,33.0,0,1.76,green,271,0,0,6.513
410,2016-08-18,2016,8,18,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,33,2016-33,11.68,11.68,11.68,11.68,0.0,7.07,0.0,7.092142857142857,6.993199999999999,+,0,33.0,0,1.76,green,271,0,0,6.513
411,2016-08-19,2016,8,19,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,33,2016-33,11.66,11.66,11.66,11.66,0.0,7.05,-0.001712351527996092,7.086428571428571,6.9956,-,0,33.0,0,1.76,green,271,0,0,6.513
412,2016-08-22,2016,8,22,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,34,2016-34,11.67,11.67,11.67,11.67,0.0,7.06,0.0008577119422092937,7.0842857142857145,6.9988,+,0,28.0,0,1.03,green,271,0,0,5.537
413,2016-08-23,2016,8,23,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,34,2016-34,11.68,11.68,11.68,11.68,0.0,7.07,0.0008568418395438204,7.083571428571428,7.0024,+,0,28.0,0,1.03,green,271,0,0,5.537
414,2016-08-24,2016,8,24,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,34,2016-34,11.64,11.64,11.64,11.64,0.0,7.04,-0.0034247030559921843,7.081428571428572,7.0054,-,0,28.0,0,1.03,green,271,0,0,5.537
415,2016-08-25,2016,8,25,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,34,2016-34,11.64,11.64,11.64,11.64,0.0,7.04,0.0,7.076428571428572,7.0088,+,0,28.0,0,1.03,green,271,0,0,5.537
416,2016-08-26,2016,8,26,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,34,2016-34,11.64,11.64,11.64,11.64,0.0,7.04,0.0,7.0721428571428575,7.0120000000000005,+,0,28.0,0,1.03,green,271,0,0,5.537
417,2016-08-29,2016,8,29,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,35,2016-35,11.67,11.67,11.67,11.67,0.0,7.06,0.002577421669719415,7.069285714285713,7.0164,+,0,26.0,0,1.1,green,271,0,0,5.119
418,2016-08-30,2016,8,30,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,35,2016-35,11.64,11.64,11.64,11.64,0.0,7.04,-0.002570795645314705,7.065714285714285,7.0202,-,0,26.0,0,1.1,green,271,0,0,5.119
419,2016-08-31,2016,8,31,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,35,2016-35,11.63,11.63,11.63,11.63,0.0,7.04,-0.0008591179879969825,7.0614285714285705,7.023800000000001,-,0,26.0,0,1.1,green,271,0,0,5.119
420,2016-09-01,2016,9,1,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,35,2016-35,11.65,11.65,11.65,11.65,0.0,7.05,0.0017195778848297927,7.057142857142857,7.0276,+,0,26.0,0,1.1,green,271,0,0,5.119
421,2016-09-02,2016,9,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,35,2016-35,11.65,11.65,11.65,11.65,0.0,7.05,0.0,7.053571428571429,7.0310000000000015,+,0,26.0,0,1.1,green,271,0,0,5.119
422,2016-09-06,2016,9,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,36,2016-36,11.69,11.69,11.69,11.69,0.0,7.07,0.003433590263504982,7.053571428571429,7.0366,+,0,25.0,0,1.09,green,271,0,0,4.888
423,2016-09-07,2016,9,7,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,36,2016-36,11.67,11.67,11.67,11.67,0.0,7.06,-0.0017107519913210911,7.0528571428571425,7.0428,-,0,25.0,0,1.09,green,271,0,0,4.888
424,2016-09-08,2016,9,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,36,2016-36,11.64,11.64,11.64,11.64,0.0,7.04,-0.002570795645314705,7.050714285714285,7.048000000000001,-,0,25.0,0,1.09,green,271,0,0,4.888
425,2016-09-09,2016,9,9,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,36,2016-36,11.47,11.47,11.47,11.47,0.0,6.94,-0.014604734973035159,7.042857142857143,7.05,-,0,25.0,0,1.09,green,271,0,0,4.888
426,2016-09-12,2016,9,12,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,37,2016-37,11.56,11.56,11.56,11.56,0.0,6.99,0.007846591576663231,7.037857142857143,7.051800000000001,+,0,23.0,0,1.07,green,274,0,0,4.47
427,2016-09-13,2016,9,13,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,37,2016-37,11.48,11.48,11.48,11.48,0.0,6.95,-0.006920574927275047,7.029285714285715,7.0524,-,0,23.0,0,1.07,green,276,0,0,4.47
428,2016-09-14,2016,9,14,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,37,2016-37,11.52,11.52,11.52,11.52,0.0,6.97,0.003484435850154011,7.024285714285715,7.053399999999999,+,0,23.0,0,1.07,green,277,0,0,4.47
