,Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA,True Label,Buy and Hold,Parameter 1,Parameter 2,Week_Type_value,Week_Type,True Labels Strategy,Logistic_Regression_pred,KNN prediction p_1.5,Linear_Model_pred
680,2017-09-14,2017,9,14,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,37,2017-37,12.97,12.97,12.97,12.97,0.0,8.15,-0.001539580171608601,8.074285714285713,8.0282,-,0,23.0,0,1.07,green,527,0,0,4.47
681,2017-09-15,2017,9,15,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,37,2017-37,13.02,13.02,13.02,13.02,0.0,8.19,0.003855060755448836,8.092142857142857,8.0364,+,0,23.0,0,1.07,green,527,0,0,4.47
682,2017-09-18,2017,9,18,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,38,2017-38,13.01,13.01,13.01,13.01,0.0,8.18,-0.0007680745664916389,8.107857142857142,8.043000000000001,-,0,22.0,0,1.24,green,529,0,0,4.239
683,2017-09-19,2017,9,19,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,38,2017-38,13.04,13.04,13.04,13.04,0.0,8.2,0.0023059948754893256,8.123571428571429,8.0492,+,0,22.0,0,1.24,green,529,0,0,4.239
684,2017-09-20,2017,9,20,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,38,2017-38,13.0,13.0,13.0,13.0,0.0,8.17,-0.003067585996397781,8.133571428571429,8.054599999999999,-,0,22.0,0,1.24,green,530,0,0,4.239
685,2017-09-21,2017,9,21,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,38,2017-38,12.94,12.94,12.94,12.94,0.0,8.14,-0.004615420875232257,8.137142857142857,8.0578,-,0,22.0,0,1.24,green,531,0,0,4.239
686,2017-09-22,2017,9,22,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,38,2017-38,12.95,12.95,12.95,12.95,0.0,8.14,0.0007728231629859916,8.137142857142857,8.0606,+,0,22.0,0,1.24,green,533,0,0,4.239
687,2017-09-25,2017,9,25,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,39,2017-39,12.83,12.83,12.83,12.83,0.0,8.07,-0.009266482166291112,8.137142857142857,8.061,-,0,17.0,0,0.89,green,533,0,16,3.262
688,2017-09-26,2017,9,26,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,39,2017-39,12.87,12.87,12.87,12.87,0.0,8.09,0.003117914703463009,8.135714285714286,8.0618,+,0,17.0,0,0.89,green,537,0,16,3.262
689,2017-09-27,2017,9,27,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,39,2017-39,12.99,12.99,12.99,12.99,0.0,8.17,0.00932384558895194,8.140714285714285,8.0634,+,0,17.0,0,0.89,green,538,0,16,3.262
690,2017-09-28,2017,9,28,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,39,2017-39,12.99,12.99,12.99,12.99,0.0,8.17,0.0,8.15,8.064,+,0,17.0,0,0.89,green,543,0,16,3.262
691,2017-09-29,2017,9,29,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,39,2017-39,13.05,13.05,13.05,13.05,0.0,8.21,0.004618974049929614,8.157142857142857,8.0654,+,0,17.0,0,0.89,green,543,0,16,3.262
692,2017-10-02,2017,10,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,40,2017-40,13.02,13.02,13.02,13.02,0.0,8.19,-0.0022988104951660038,8.16,8.0666,-,0,16.0,0,1.3,green,545,0,0,3.031
693,2017-10-03,2017,10,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,40,2017-40,13.03,13.03,13.03,13.03,0.0,8.19,0.0007678415695049343,8.161428571428571,8.068,+,0,16.0,0,1.3,green,546,0,0,3.031
694,2017-10-04,2017,10,4,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,40,2017-40,13.05,13.05,13.05,13.05,0.0,8.21,0.0015350869279204815,8.165714285714285,8.0694,+,0,16.0,0,1.3,green,546,0,0,3.031
695,2017-10-05,2017,10,5,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,40,2017-40,13.13,13.13,13.13,13.13,0.0,8.26,0.006130238807566135,8.170714285714286,8.072000000000001,+,0,16.0,0,1.3,green,546,0,0,3.031
696,2017-10-06,2017,10,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,40,2017-40,13.13,13.13,13.13,13.13,0.0,8.26,0.0,8.176428571428572,8.0752,+,0,16.0,0,1.3,green,549,0,0,3.031
697,2017-10-09,2017,10,9,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,41,2017-41,13.11,13.11,13.11,13.11,0.0,8.24,-0.0015232797486045555,8.179285714285715,8.0786,-,0,15.0,0,1.39,green,549,0,0,2.8
698,2017-10-10,2017,10,10,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,41,2017-41,13.13,13.13,13.13,13.13,0.0,8.26,0.001525603669779052,8.185714285714285,8.083400000000001,+,0,15.0,0,1.39,green,549,0,0,2.8
699,2017-10-11,2017,10,11,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,41,2017-41,13.17,13.17,13.17,13.17,0.0,8.28,0.003046443974704216,8.195714285714285,8.088000000000001,+,0,15.0,0,1.39,green,549,0,0,2.8
700,2017-10-12,2017,10,12,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,41,2017-41,13.14,13.14,13.14,13.14,0.0,8.26,-0.0022778647131713736,8.204285714285714,8.0924,-,0,15.0,0,1.39,green,550,0,0,2.8
701,2017-10-13,2017,10,13,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,41,2017-41,13.18,13.18,13.18,13.18,0.0,8.29,0.0030442408819664197,8.22,8.0974,+,0,15.0,0,1.39,green,551,0,0,2.8
702,2017-10-16,2017,10,16,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,42,2017-42,13.22,13.22,13.22,13.22,0.0,8.31,0.003034771437518513,8.235714285714286,8.1024,+,0,13.0,0,1.46,green,552,0,0,2.382
703,2017-10-17,2017,10,17,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,42,2017-42,13.26,13.26,13.26,13.26,0.0,8.34,0.0030257042010717328,8.247857142857143,8.1074,+,0,13.0,0,1.46,green,553,0,0,2.382
704,2017-10-18,2017,10,18,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,42,2017-42,13.24,13.24,13.24,13.24,0.0,8.32,-0.0015082312708217804,8.258571428571429,8.1118,-,0,13.0,0,1.46,green,554,0,0,2.382
705,2017-10-19,2017,10,19,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,42,2017-42,13.26,13.26,13.26,13.26,0.0,8.34,0.0015105094684368936,8.267857142857142,8.1168,+,0,13.0,0,1.46,green,554,0,0,2.382
706,2017-10-20,2017,10,20,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,42,2017-42,13.32,13.32,13.32,13.32,0.0,8.37,0.004524808202398757,8.280714285714286,8.125599999999999,+,0,13.0,0,1.46,green,554,0,0,2.382
707,2017-10-23,2017,10,23,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,43,2017-43,13.26,13.26,13.26,13.26,0.0,8.34,-0.004504426536260375,8.291428571428572,8.1332,-,0,11.0,0,1.51,green,556,0,0,1.964
708,2017-10-24,2017,10,24,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,43,2017-43,13.32,13.32,13.32,13.32,0.0,8.37,0.004524808202398757,8.302857142857142,8.139800000000001,+,0,11.0,0,1.51,green,558,0,0,1.964
709,2017-10-25,2017,10,25,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,43,2017-43,13.23,13.23,13.23,13.23,0.0,8.32,-0.006756639804390674,8.307142857142857,8.146600000000001,-,0,11.0,0,1.51,green,560,0,0,1.964
710,2017-10-26,2017,10,26,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,43,2017-43,13.26,13.26,13.26,13.26,0.0,8.34,0.0022675341798275017,8.312857142857142,8.1538,+,0,11.0,0,1.51,green,563,0,0,1.964
711,2017-10-27,2017,10,27,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,43,2017-43,13.52,13.52,13.52,13.52,0.0,8.5,0.019607807250217046,8.331428571428571,8.1664,+,0,11.0,0,1.51,green,564,0,0,1.964
712,2017-10-30,2017,10,30,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,44,2017-44,13.49,13.49,13.49,13.49,0.0,8.48,-0.002219008598251637,8.347142857142858,8.1786,-,0,9.0,0,1.62,green,575,0,0,1.547
713,2017-10-31,2017,10,31,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,44,2017-44,13.51,13.51,13.51,13.51,0.0,8.49,0.0014827414717066836,8.362142857142857,8.1914,+,0,9.0,0,1.62,green,576,0,0,1.547
714,2017-11-01,2017,11,1,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,44,2017-44,13.52,13.52,13.52,13.52,0.0,8.5,0.0007401046924793152,8.379285714285713,8.2024,+,0,9.0,0,1.62,green,576,0,0,1.547
715,2017-11-02,2017,11,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,44,2017-44,13.56,13.56,13.56,13.56,0.0,8.53,0.002958678131002257,8.39642857142857,8.214,+,0,9.0,0,1.62,green,576,0,0,1.547
716,2017-11-03,2017,11,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,44,2017-44,13.63,13.63,13.63,13.63,0.0,8.57,0.005162300952189946,8.415000000000001,8.2266,+,0,9.0,0,1.62,green,577,0,0,1.547
717,2017-11-06,2017,11,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,45,2017-45,13.67,13.67,13.67,13.67,0.0,8.59,0.002934577288441709,8.432857142857143,8.239600000000001,+,0,6.0,0,1.51,green,579,0,0,0.943
718,2017-11-07,2017,11,7,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,45,2017-45,13.65,13.65,13.65,13.65,0.0,8.58,-0.0014631063303038876,8.451428571428572,8.252,-,0,6.0,0,1.51,green,580,0,0,0.943
719,2017-11-08,2017,11,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,45,2017-45,13.69,13.69,13.69,13.69,0.0,8.61,0.0029305002941391045,8.470714285714285,8.2646,+,0,6.0,0,1.51,green,580,0,0,0.943
720,2017-11-09,2017,11,9,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,45,2017-45,13.65,13.65,13.65,13.65,0.0,8.58,-0.0029219375552738125,8.485714285714286,8.275599999999999,-,0,6.0,0,1.51,green,581,0,0,0.943
721,2017-11-10,2017,11,10,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,45,2017-45,13.7,13.7,13.7,13.7,0.0,8.61,0.0036631253676737696,8.505,8.286,+,0,6.0,0,1.51,green,582,0,0,0.943
722,2017-11-13,2017,11,13,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,46,2017-46,13.69,13.69,13.69,13.69,0.0,8.61,-0.0007299511708834805,8.522142857142857,8.295399999999999,-,0,5.0,0,1.43,green,584,0,0,0.712
723,2017-11-14,2017,11,14,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,46,2017-46,13.63,13.63,13.63,13.63,0.0,8.57,-0.00438268473898118,8.54,8.3054,-,0,5.0,0,1.43,green,584,0,0,0.712
724,2017-11-15,2017,11,15,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,46,2017-46,13.53,13.53,13.53,13.53,0.0,8.51,-0.007336777075175659,8.552142857142858,8.3134,-,0,5.0,0,1.43,green,586,0,0,0.712
725,2017-11-16,2017,11,16,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,46,2017-46,13.63,13.63,13.63,13.63,0.0,8.57,0.007391003218149228,8.557142857142859,8.322799999999999,+,0,5.0,0,1.43,green,590,0,0,0.712
726,2017-11-17,2017,11,17,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,46,2017-46,13.6,13.6,13.6,13.6,0.0,8.55,-0.0022010998933670307,8.562142857142858,8.333,-,0,5.0,0,1.43,green,594,0,0,0.712
727,2017-11-20,2017,11,20,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,47,2017-47,13.61,13.61,13.61,13.61,0.0,8.56,0.0007353184738700946,8.567142857142857,8.342,+,0,3.0,0,1.54,green,595,0,0,0.294
728,2017-11-21,2017,11,21,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,47,2017-47,13.71,13.71,13.71,13.71,0.0,8.62,0.007347447434328025,8.575714285714287,8.351400000000002,+,0,3.0,0,1.54,green,595,0,0,0.294
729,2017-11-22,2017,11,22,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,47,2017-47,13.7,13.7,13.7,13.7,0.0,8.61,-0.0007293081761841067,8.581428571428571,8.360199999999999,-,0,3.0,0,1.54,green,599,0,0,0.294
730,2017-11-24,2017,11,24,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,47,2017-47,13.74,13.74,13.74,13.74,0.0,8.64,0.002919693967445625,8.586428571428572,8.37,+,0,3.0,0,1.54,green,599,0,0,0.294
731,2017-11-27,2017,11,27,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,48,2017-48,13.7,13.7,13.7,13.7,0.0,8.61,-0.002911194171385412,8.587857142857143,8.3784,-,0,3.0,0,1.42,green,600,0,0,0.249
732,2017-11-28,2017,11,28,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,48,2017-48,13.78,13.78,13.78,13.78,0.0,8.66,0.0058392772188029535,8.593571428571428,8.388,+,0,3.0,0,1.42,green,601,0,0,0.249
733,2017-11-29,2017,11,29,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,48,2017-48,13.6,13.6,13.6,13.6,0.0,8.55,-0.01306229314467644,8.589285714285714,8.395,-,0,3.0,0,1.42,green,604,0,0,0.249
734,2017-11-30,2017,11,30,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,48,2017-48,13.72,13.72,13.72,13.72,0.0,8.63,0.008823487095902527,8.592857142857143,8.404200000000001,+,0,3.0,0,1.42,green,611,0,0,0.249
735,2017-12-01,2017,12,1,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,48,2017-48,13.69,13.69,13.69,13.69,0.0,8.61,-0.0021865508878868845,8.592857142857143,8.4136,-,0,3.0,0,1.42,green,616,0,0,0.249
736,2017-12-04,2017,12,4,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,49,2017-49,13.55,13.55,13.55,13.55,0.0,8.52,-0.01022644905256409,8.586428571428572,8.4212,-,0,0.0,0,1.42,green,617,0,0,-0.355
737,2017-12-05,2017,12,5,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,49,2017-49,13.53,13.53,13.53,13.53,0.0,8.51,-0.0014759517258000616,8.582142857142857,8.43,-,0,0.0,0,1.42,green,623,0,0,-0.355
738,2017-12-06,2017,12,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,49,2017-49,13.56,13.56,13.56,13.56,0.0,8.53,0.0022172561225664023,8.583571428571428,8.438799999999999,+,0,0.0,0,1.42,green,623,0,0,-0.355
739,2017-12-07,2017,12,7,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,49,2017-49,13.63,13.63,13.63,13.63,0.0,8.57,0.005162300952189946,8.583571428571428,8.446800000000001,+,0,0.0,0,1.42,green,624,0,0,-0.355
740,2017-12-08,2017,12,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,49,2017-49,13.7,13.7,13.7,13.7,0.0,8.61,0.00513567718180874,8.587857142857143,8.455599999999999,+,0,0.0,0,1.42,green,627,0,0,-0.355
741,2017-12-11,2017,12,11,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,50,2017-50,13.75,13.75,13.75,13.75,0.0,8.65,0.0036495344222409187,8.594285714285714,8.464400000000001,+,0,0.0,0,0.99,green,630,0,0,-0.4
742,2017-12-12,2017,12,12,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,50,2017-50,13.72,13.72,13.72,13.72,0.0,8.63,-0.002181780314203685,8.595,8.4732,-,0,0.0,0,0.99,green,632,0,0,-0.4
743,2017-12-13,2017,12,13,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,50,2017-50,13.73,13.73,13.73,13.73,0.0,8.63,0.0007288871475295,8.596428571428572,8.482000000000001,+,0,0.0,0,0.99,green,633,0,0,-0.4
744,2017-12-14,2017,12,14,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,50,2017-50,13.7,13.7,13.7,13.7,0.0,8.61,-0.0021849582998643147,8.594285714285714,8.49,-,0,0.0,0,0.99,green,633,0,0,-0.4
745,2017-12-15,2017,12,15,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,50,2017-50,13.79,13.79,13.79,13.79,0.0,8.67,0.006569339105774841,8.598571428571429,8.498199999999999,+,0,0.0,0,0.99,green,634,0,0,-0.4
746,2017-12-18,2017,12,18,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,51,2017-51,13.89,13.89,13.89,13.89,0.0,8.73,0.00725165171744946,8.603571428571428,8.5076,+,0,0.0,0,0.89,green,638,0,0,-0.445
747,2017-12-19,2017,12,19,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,51,2017-51,13.89,13.89,13.89,13.89,0.0,8.73,0.0,8.616428571428571,8.5174,+,0,0.0,0,0.89,green,642,0,0,-0.445
748,2017-12-20,2017,12,20,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,51,2017-51,13.86,13.86,13.86,13.86,0.0,8.71,-0.002159898678376626,8.622142857142856,8.5264,-,0,0.0,0,0.89,green,642,0,0,-0.445
749,2017-12-21,2017,12,21,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,51,2017-51,13.9,13.9,13.9,13.9,0.0,8.74,0.002885989147034751,8.631428571428572,8.535599999999999,+,0,0.0,0,0.89,green,643,0,0,-0.445
750,2017-12-22,2017,12,22,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,51,2017-51,13.91,13.91,13.91,13.91,0.0,8.75,0.0007193392031354937,8.647857142857143,8.545399999999999,+,0,0.0,0,0.89,green,644,0,0,-0.445
751,2017-12-26,2017,12,26,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,52,2017-52,13.91,13.91,13.91,13.91,0.0,8.75,0.0,8.665000000000001,8.5546,+,0,0.0,0,2.08,green,644,0,0,-0.49
752,2017-12-27,2017,12,27,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,52,2017-52,13.91,13.91,13.91,13.91,0.0,8.75,0.0,8.680714285714286,8.5634,+,0,0.0,0,2.08,green,644,0,0,-0.49
753,2017-12-28,2017,12,28,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,52,2017-52,12.36,12.36,12.36,12.36,0.0,8.79,0.005532051593807097,8.696428571428571,8.5724,+,0,0.0,0,2.08,green,644,0,0,-0.49
754,2017-12-29,2017,12,29,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,52,2017-52,12.3,12.3,12.3,12.3,0.0,8.75,-0.0048543099718152405,8.706428571428573,8.581,-,0,0.0,0,2.08,green,647,0,0,-0.49
755,2018-01-02,2018,1,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x0000023EB13CF5E0>>,0,2018-00,12.45,12.45,12.45,12.45,0.0,8.86,0.012195027595952146,8.721428571428572,8.5914,+,0,100.0,0,2.22,green,650,0,0,20.481
